Study	Sample	Library layout	Published year	Information	Tissue	Stage	Treatment	Type	Doi
PRJNA545838	SRR9179168	pair-end	2019	Youngsan,control,8 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179169	pair-end	2019	Youngsan,control,25 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179170	pair-end	2019	Youngsan,control,45 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179171	pair-end	2019	Youngsan(C. paucipetala acyl-ACP thioesterase,CpFatB4),8 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179172	pair-end	2019	Youngsan(C. paucipetala acyl-ACP thioesterase,CpFatB4),25 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179173	pair-end	2019	Youngsan(C. paucipetala acyl-ACP thioesterase,CpFatB4),45 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179174	pair-end	2019	Youngsan(C. paucipetala acyl-ACP thioesterase,CpFatB5),8 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179175	pair-end	2019	Youngsan(C. paucipetala acyl-ACP thioesterase,CpFatB5),25 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA545838	SRR9179176	pair-end	2019	Youngsan(C. paucipetala acyl-ACP thioesterase,CpFatB5),45 days after fertilization	Silique	Maturation	Development	Normal	10.3390/ijms20133334 
PRJNA214511	SRR948826	pair-end	2015	N119(salt tolerant),control,1h	Leaf	Seedling	Development	Normal	10.1155/2014/467395
PRJNA214511	SRR948830	pair-end	2015	N119(salt tolerant),200?mM NaCl,1h	Leaf	Seedling	Abiotic	Salt	10.1155/2014/467395
PRJNA214511	SRR948832	pair-end	2015	N119(salt tolerant),control,12h	Leaf	Seedling	Development	Normal	10.1155/2014/467395
PRJNA214511	SRR948833	pair-end	2015	N119(salt tolerant),200?mM NaCl,12h	Leaf	Seedling	Abiotic	Salt	10.1155/2014/467395
PRJNA214511	SRR948834	pair-end	2015	N119(salt tolerant),control,1h	Root	Seedling	Development	Normal	10.1155/2014/467395
PRJNA214511	SRR948835	pair-end	2015	N119(salt tolerant),200mM Nacl,12h	Root	Seedling	Abiotic	Salt	10.1155/2014/467395
PRJNA214511	SRR948836	pair-end	2015	N119(salt tolerant),control,12h	Root	Seedling	Development	Normal	10.1155/2014/467395
PRJNA214511	SRR948857	pair-end	2015	N119(salt tolerant),200 mM Nacl,1h	Root	Seedling	Abiotic	Salt	10.1155/2014/467395
BnIR	Adversity-18-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.25h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-18-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.25h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-18-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.25h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-19-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.5h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-19-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.5h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-19-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.5h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-20-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,1h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-20-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,1h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-20-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,1h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-21-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,3h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-21-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,3h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-21-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,3h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-22-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,6h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-22-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,6h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-22-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,6h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-23-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,12h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-23-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,12h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-23-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,12h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-24-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,24h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-24-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,24h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-24-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,24h	Leaf	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-26-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.25h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-26-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.25h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-26-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.25h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-27-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.5h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-27-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.5h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-27-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,0.5h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-28-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,1h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-28-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,1h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-28-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,1h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-29-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,3h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-29-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,3h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-29-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,3h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-30-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,6h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-30-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,6h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-30-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,6h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-31-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,12h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-31-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,12h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-31-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,12h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-32-1	pair-end	Unclear	ZS11,exposed to the air stream for 1h,24h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-32-2	pair-end	Unclear	ZS11,exposed to the air stream for 1h,24h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-32-3	pair-end	Unclear	ZS11,exposed to the air stream for 1h,24h	Root	Unclear	Abiotic	Drought	10.1101/2023.01.12.523736
BnIR	Adversity-34-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.25h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-34-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.25h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-34-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.25h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-35-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.5h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-35-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.5h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-35-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.5h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-36-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,1h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-36-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,1h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-36-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,1h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-37-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,3h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-37-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,3h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-37-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,3h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-38-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,6h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-38-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,6h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-38-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,6h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-39-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,12h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-39-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,12h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-39-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,12h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-40-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,24h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-40-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,24h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-40-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,24h	Leaf	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-42-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.25h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-42-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.25h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-42-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.25h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-43-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.5h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-43-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.5h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-43-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,0.5h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-44-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,1h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-44-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,1h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-44-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,1h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-45-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,3h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-45-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,3h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-45-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,3h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-46-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,6h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-46-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,6h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-46-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,6h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-47-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,12h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-47-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,12h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-47-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,12h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-48-1	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,24h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-48-2	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,24h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-48-3	pair-end	Unclear	ZS11,3 hours at -4 degree celsius followed by recovery at 25 degree celsius,24h	Root	Unclear	Abiotic	Freeze	10.1101/2023.01.12.523736
BnIR	Adversity-50-1	pair-end	Unclear	ZS11,4 degree celsius, 0.25h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-50-2	pair-end	Unclear	ZS11,4 degree celsius, 0.25h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-50-3	pair-end	Unclear	ZS11,4 degree celsius, 0.25h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-51-1	pair-end	Unclear	ZS11,4 degree celsius, 0.5h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-51-2	pair-end	Unclear	ZS11,4 degree celsius, 0.5h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-51-3	pair-end	Unclear	ZS11,4 degree celsius, 0.5h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-52-1	pair-end	Unclear	ZS11,4 degree celsius, 1h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-52-2	pair-end	Unclear	ZS11,4 degree celsius, 1h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-52-3	pair-end	Unclear	ZS11,4 degree celsius, 1h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-53-1	pair-end	Unclear	ZS11,4 degree celsius, 3h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-53-2	pair-end	Unclear	ZS11,4 degree celsius, 3h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-53-3	pair-end	Unclear	ZS11,4 degree celsius, 3h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-54-1	pair-end	Unclear	ZS11,4 degree celsius, 6h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-54-2	pair-end	Unclear	ZS11,4 degree celsius, 6h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-54-3	pair-end	Unclear	ZS11,4 degree celsius, 6h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-55-1	pair-end	Unclear	ZS11,4 degree celsius, 12h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-55-2	pair-end	Unclear	ZS11,4 degree celsius, 12h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-55-3	pair-end	Unclear	ZS11,4 degree celsius, 12h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-56-1	pair-end	Unclear	ZS11,4 degree celsius, 24h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-56-2	pair-end	Unclear	ZS11,4 degree celsius, 24h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-56-3	pair-end	Unclear	ZS11,4 degree celsius, 24h	Leaf	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-58-1	pair-end	Unclear	ZS11,4 degree celsius, 0.25h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-58-2	pair-end	Unclear	ZS11,4 degree celsius, 0.25h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-58-3	pair-end	Unclear	ZS11,4 degree celsius, 0.25h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-59-1	pair-end	Unclear	ZS11,4 degree celsius, 0.5h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-59-2	pair-end	Unclear	ZS11,4 degree celsius, 0.5h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-59-3	pair-end	Unclear	ZS11,4 degree celsius, 0.5h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-60-1	pair-end	Unclear	ZS11,4 degree celsius, 1h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-60-2	pair-end	Unclear	ZS11,4 degree celsius, 1h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-60-3	pair-end	Unclear	ZS11,4 degree celsius, 1h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-61-1	pair-end	Unclear	ZS11,4 degree celsius, 3h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-61-2	pair-end	Unclear	ZS11,4 degree celsius, 3h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-61-3	pair-end	Unclear	ZS11,4 degree celsius, 3h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-62-1	pair-end	Unclear	ZS11,4 degree celsius, 6h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-62-2	pair-end	Unclear	ZS11,4 degree celsius, 6h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-62-3	pair-end	Unclear	ZS11,4 degree celsius, 6h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-63-1	pair-end	Unclear	ZS11,4 degree celsius, 12h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-63-2	pair-end	Unclear	ZS11,4 degree celsius, 12h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-63-3	pair-end	Unclear	ZS11,4 degree celsius, 12h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-64-1	pair-end	Unclear	ZS11,4 degree celsius, 24h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-64-2	pair-end	Unclear	ZS11,4 degree celsius, 24h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-64-3	pair-end	Unclear	ZS11,4 degree celsius, 24h	Root	Unclear	Abiotic	Cold	10.1101/2023.01.12.523736
BnIR	Adversity-66-1	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,0.25h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-66-2	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,0.25h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-66-3	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,0.25h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-67-1	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,0.5h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-67-2	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,0.5h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-67-3	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,0.5h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-68-1	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,1h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-68-2	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,1h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-68-3	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,1h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-69-1	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,3h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-69-2	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,3h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-69-3	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,3h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-70-1	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,6h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-70-2	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,6h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-70-3	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,6h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-71-1	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,12h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-71-2	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,12h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-71-3	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,12h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-72-1	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,24h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-72-2	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,24h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
BnIR	Adversity-72-3	pair-end	Unclear	ZS11,3 hours at 38 degree celsius followed by recovery at 25 degree celsius,24h	Leaf	Unclear	Abiotic	Heat	10.1101/2023.01.12.523736
